filename,flip_type,bbox_coords,normal_abnormal
sperm_morph_221_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 248, ""top_left_y"": 120, ""bottom_right_x"": 614, ""bottom_right_y"": 546}","{""Normal/Abnormal"":""A""}"
sperm_morph_221_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 161, ""top_left_y"": 35, ""bottom_right_x"": 527, ""bottom_right_y"": 461}","{""Normal/Abnormal"":""A""}"
sperm_morph_221_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 248, ""top_left_y"": 35, ""bottom_right_x"": 614, ""bottom_right_y"": 461}","{""Normal/Abnormal"":""A""}"
sperm_morph_222_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 14, ""top_left_y"": 188, ""bottom_right_x"": 633, ""bottom_right_y"": 541}","{""Normal/Abnormal"":""N""}"
sperm_morph_222_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 142, ""top_left_y"": 40, ""bottom_right_x"": 761, ""bottom_right_y"": 393}","{""Normal/Abnormal"":""N""}"
sperm_morph_222_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 14, ""top_left_y"": 40, ""bottom_right_x"": 633, ""bottom_right_y"": 393}","{""Normal/Abnormal"":""N""}"
sperm_morph_223_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 181, ""top_left_y"": 5, ""bottom_right_x"": 616, ""bottom_right_y"": 303}","{""Normal/Abnormal"":""A""}"
sperm_morph_223_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 159, ""top_left_y"": 278, ""bottom_right_x"": 594, ""bottom_right_y"": 576}","{""Normal/Abnormal"":""A""}"
sperm_morph_223_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 181, ""top_left_y"": 278, ""bottom_right_x"": 616, ""bottom_right_y"": 576}","{""Normal/Abnormal"":""A""}"
sperm_morph_224_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 80, ""top_left_y"": 35, ""bottom_right_x"": 673, ""bottom_right_y"": 483}","{""Normal/Abnormal"":""A""}"
sperm_morph_224_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 102, ""top_left_y"": 98, ""bottom_right_x"": 695, ""bottom_right_y"": 546}","{""Normal/Abnormal"":""A""}"
sperm_morph_224_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 80, ""top_left_y"": 98, ""bottom_right_x"": 673, ""bottom_right_y"": 546}","{""Normal/Abnormal"":""A""}"
sperm_morph_225_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 123, ""top_left_y"": 131, ""bottom_right_x"": 591, ""bottom_right_y"": 458}","{""Normal/Abnormal"":""A""}"
sperm_morph_225_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 184, ""top_left_y"": 123, ""bottom_right_x"": 652, ""bottom_right_y"": 450}","{""Normal/Abnormal"":""A""}"
sperm_morph_225_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 123, ""top_left_y"": 123, ""bottom_right_x"": 591, ""bottom_right_y"": 450}","{""Normal/Abnormal"":""A""}"
sperm_morph_226_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 251, ""top_left_y"": 5, ""bottom_right_x"": 563, ""bottom_right_y"": 447}","{""Normal/Abnormal"":""A""}"
sperm_morph_226_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 212, ""top_left_y"": 134, ""bottom_right_x"": 524, ""bottom_right_y"": 576}","{""Normal/Abnormal"":""A""}"
sperm_morph_226_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 251, ""top_left_y"": 134, ""bottom_right_x"": 563, ""bottom_right_y"": 576}","{""Normal/Abnormal"":""A""}"
sperm_morph_227_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 183, ""top_left_y"": 11, ""bottom_right_x"": 522, ""bottom_right_y"": 573}","{""Normal/Abnormal"":""A""}"
sperm_morph_227_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 253, ""top_left_y"": 8, ""bottom_right_x"": 592, ""bottom_right_y"": 570}","{""Normal/Abnormal"":""A""}"
sperm_morph_227_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 183, ""top_left_y"": 8, ""bottom_right_x"": 522, ""bottom_right_y"": 570}","{""Normal/Abnormal"":""A""}"
sperm_morph_228_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 165, ""top_left_y"": 109, ""bottom_right_x"": 469, ""bottom_right_y"": 561}","{""Normal/Abnormal"":""A""}"
sperm_morph_228_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 306, ""top_left_y"": 20, ""bottom_right_x"": 610, ""bottom_right_y"": 472}","{""Normal/Abnormal"":""A""}"
sperm_morph_228_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 165, ""top_left_y"": 20, ""bottom_right_x"": 469, ""bottom_right_y"": 472}","{""Normal/Abnormal"":""A""}"
sperm_morph_229_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 22, ""top_left_y"": 2, ""bottom_right_x"": 551, ""bottom_right_y"": 311}","{""Normal/Abnormal"":""N""}"
sperm_morph_229_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 224, ""top_left_y"": 270, ""bottom_right_x"": 753, ""bottom_right_y"": 579}","{""Normal/Abnormal"":""N""}"
sperm_morph_229_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 22, ""top_left_y"": 270, ""bottom_right_x"": 551, ""bottom_right_y"": 579}","{""Normal/Abnormal"":""N""}"
sperm_morph_230_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 165, ""top_left_y"": 40, ""bottom_right_x"": 611, ""bottom_right_y"": 486}","{""Normal/Abnormal"":""A""}"
sperm_morph_230_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 164, ""top_left_y"": 95, ""bottom_right_x"": 610, ""bottom_right_y"": 541}","{""Normal/Abnormal"":""A""}"
sperm_morph_230_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 165, ""top_left_y"": 95, ""bottom_right_x"": 611, ""bottom_right_y"": 541}","{""Normal/Abnormal"":""A""}"
sperm_morph_231_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 222, ""top_left_y"": 36, ""bottom_right_x"": 582, ""bottom_right_y"": 556}","{""Normal/Abnormal"":""A""}"
sperm_morph_231_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 193, ""top_left_y"": 25, ""bottom_right_x"": 553, ""bottom_right_y"": 545}","{""Normal/Abnormal"":""A""}"
sperm_morph_231_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 222, ""top_left_y"": 25, ""bottom_right_x"": 582, ""bottom_right_y"": 545}","{""Normal/Abnormal"":""A""}"
sperm_morph_232_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 259, ""top_left_y"": 114, ""bottom_right_x"": 561, ""bottom_right_y"": 398}","{""Normal/Abnormal"":""A""}"
sperm_morph_232_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 214, ""top_left_y"": 183, ""bottom_right_x"": 516, ""bottom_right_y"": 467}","{""Normal/Abnormal"":""A""}"
sperm_morph_232_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 259, ""top_left_y"": 183, ""bottom_right_x"": 561, ""bottom_right_y"": 467}","{""Normal/Abnormal"":""A""}"
sperm_morph_233_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 166, ""top_left_y"": 51, ""bottom_right_x"": 741, ""bottom_right_y"": 454}","{""Normal/Abnormal"":""A""}"
sperm_morph_233_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 34, ""top_left_y"": 127, ""bottom_right_x"": 609, ""bottom_right_y"": 530}","{""Normal/Abnormal"":""A""}"
sperm_morph_233_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 166, ""top_left_y"": 127, ""bottom_right_x"": 741, ""bottom_right_y"": 530}","{""Normal/Abnormal"":""A""}"
sperm_morph_234_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 168, ""top_left_y"": 101, ""bottom_right_x"": 743, ""bottom_right_y"": 354}","{""Normal/Abnormal"":""N""}"
sperm_morph_234_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 32, ""top_left_y"": 227, ""bottom_right_x"": 607, ""bottom_right_y"": 480}","{""Normal/Abnormal"":""N""}"
sperm_morph_234_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 168, ""top_left_y"": 227, ""bottom_right_x"": 743, ""bottom_right_y"": 480}","{""Normal/Abnormal"":""N""}"
sperm_morph_234_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 191, ""top_left_y"": 114, ""bottom_right_x"": 629, ""bottom_right_y"": 458}","{""Normal/Abnormal"":""A""}"
sperm_morph_234_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 146, ""top_left_y"": 123, ""bottom_right_x"": 584, ""bottom_right_y"": 467}","{""Normal/Abnormal"":""A""}"
sperm_morph_234_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 191, ""top_left_y"": 123, ""bottom_right_x"": 629, ""bottom_right_y"": 467}","{""Normal/Abnormal"":""A""}"
sperm_morph_235_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 25, ""top_left_y"": 136, ""bottom_right_x"": 671, ""bottom_right_y"": 436}","{""Normal/Abnormal"":""N""}"
sperm_morph_235_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 104, ""top_left_y"": 145, ""bottom_right_x"": 750, ""bottom_right_y"": 445}","{""Normal/Abnormal"":""N""}"
sperm_morph_235_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 25, ""top_left_y"": 145, ""bottom_right_x"": 671, ""bottom_right_y"": 445}","{""Normal/Abnormal"":""N""}"
sperm_morph_236_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 187, ""top_left_y"": 59, ""bottom_right_x"": 597, ""bottom_right_y"": 482}","{""Normal/Abnormal"":""A""}"
sperm_morph_236_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 178, ""top_left_y"": 99, ""bottom_right_x"": 588, ""bottom_right_y"": 522}","{""Normal/Abnormal"":""A""}"
sperm_morph_236_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 187, ""top_left_y"": 99, ""bottom_right_x"": 597, ""bottom_right_y"": 522}","{""Normal/Abnormal"":""A""}"
sperm_morph_237_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 151, ""top_left_y"": 79, ""bottom_right_x"": 651, ""bottom_right_y"": 542}","{""Normal/Abnormal"":""A""}"
sperm_morph_237_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 124, ""top_left_y"": 39, ""bottom_right_x"": 624, ""bottom_right_y"": 502}","{""Normal/Abnormal"":""A""}"
sperm_morph_237_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 151, ""top_left_y"": 39, ""bottom_right_x"": 651, ""bottom_right_y"": 502}","{""Normal/Abnormal"":""A""}"
sperm_morph_238_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 211, ""top_left_y"": 64, ""bottom_right_x"": 657, ""bottom_right_y"": 525}","{""Normal/Abnormal"":""N""}"
sperm_morph_238_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 118, ""top_left_y"": 56, ""bottom_right_x"": 564, ""bottom_right_y"": 517}","{""Normal/Abnormal"":""N""}"
sperm_morph_238_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 211, ""top_left_y"": 56, ""bottom_right_x"": 657, ""bottom_right_y"": 517}","{""Normal/Abnormal"":""N""}"
sperm_morph_239_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 291, ""top_left_y"": 85, ""bottom_right_x"": 674, ""bottom_right_y"": 547}","{""Normal/Abnormal"":""A""}"
sperm_morph_239_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 101, ""top_left_y"": 34, ""bottom_right_x"": 484, ""bottom_right_y"": 496}","{""Normal/Abnormal"":""A""}"
sperm_morph_239_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 291, ""top_left_y"": 34, ""bottom_right_x"": 674, ""bottom_right_y"": 496}","{""Normal/Abnormal"":""A""}"
sperm_morph_240_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 178, ""top_left_y"": 54, ""bottom_right_x"": 562, ""bottom_right_y"": 480}","{""Normal/Abnormal"":""A""}"
sperm_morph_240_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 213, ""top_left_y"": 101, ""bottom_right_x"": 597, ""bottom_right_y"": 527}","{""Normal/Abnormal"":""A""}"
sperm_morph_240_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 178, ""top_left_y"": 101, ""bottom_right_x"": 562, ""bottom_right_y"": 527}","{""Normal/Abnormal"":""A""}"
sperm_morph_241_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 235, ""top_left_y"": 24, ""bottom_right_x"": 607, ""bottom_right_y"": 534}","{""Normal/Abnormal"":""A""}"
sperm_morph_241_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 168, ""top_left_y"": 47, ""bottom_right_x"": 540, ""bottom_right_y"": 557}","{""Normal/Abnormal"":""A""}"
sperm_morph_241_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 235, ""top_left_y"": 47, ""bottom_right_x"": 607, ""bottom_right_y"": 557}","{""Normal/Abnormal"":""A""}"
sperm_morph_242_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 191, ""top_left_y"": 10, ""bottom_right_x"": 392, ""bottom_right_y"": 533}","{""Normal/Abnormal"":""N""}"
sperm_morph_242_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 383, ""top_left_y"": 48, ""bottom_right_x"": 584, ""bottom_right_y"": 571}","{""Normal/Abnormal"":""N""}"
sperm_morph_242_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 191, ""top_left_y"": 48, ""bottom_right_x"": 392, ""bottom_right_y"": 571}","{""Normal/Abnormal"":""N""}"
sperm_morph_243_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 174, ""top_left_y"": 454, ""bottom_right_x"": 411, ""bottom_right_y"": 579}","{""Normal/Abnormal"":""A""}"
sperm_morph_243_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 364, ""top_left_y"": 2, ""bottom_right_x"": 601, ""bottom_right_y"": 127}","{""Normal/Abnormal"":""A""}"
sperm_morph_243_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 174, ""top_left_y"": 2, ""bottom_right_x"": 411, ""bottom_right_y"": 127}","{""Normal/Abnormal"":""A""}"
sperm_morph_243_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 188, ""top_left_y"": 40, ""bottom_right_x"": 572, ""bottom_right_y"": 502}","{""Normal/Abnormal"":""A""}"
sperm_morph_243_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 203, ""top_left_y"": 79, ""bottom_right_x"": 587, ""bottom_right_y"": 541}","{""Normal/Abnormal"":""A""}"
sperm_morph_243_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 188, ""top_left_y"": 79, ""bottom_right_x"": 572, ""bottom_right_y"": 541}","{""Normal/Abnormal"":""A""}"
sperm_morph_244_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 124, ""top_left_y"": 117, ""bottom_right_x"": 531, ""bottom_right_y"": 572}","{""Normal/Abnormal"":""A""}"
sperm_morph_244_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 244, ""top_left_y"": 9, ""bottom_right_x"": 651, ""bottom_right_y"": 464}","{""Normal/Abnormal"":""A""}"
sperm_morph_244_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 124, ""top_left_y"": 9, ""bottom_right_x"": 531, ""bottom_right_y"": 464}","{""Normal/Abnormal"":""A""}"
sperm_morph_245_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 167, ""top_left_y"": 75, ""bottom_right_x"": 710, ""bottom_right_y"": 375}","{""Normal/Abnormal"":""A""}"
sperm_morph_245_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 65, ""top_left_y"": 206, ""bottom_right_x"": 608, ""bottom_right_y"": 506}","{""Normal/Abnormal"":""A""}"
sperm_morph_245_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 167, ""top_left_y"": 206, ""bottom_right_x"": 710, ""bottom_right_y"": 506}","{""Normal/Abnormal"":""A""}"
sperm_morph_246_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 217, ""top_left_y"": 153, ""bottom_right_x"": 627, ""bottom_right_y"": 563}","{""Normal/Abnormal"":""A""}"
sperm_morph_246_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 148, ""top_left_y"": 18, ""bottom_right_x"": 558, ""bottom_right_y"": 428}","{""Normal/Abnormal"":""A""}"
sperm_morph_246_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 217, ""top_left_y"": 18, ""bottom_right_x"": 627, ""bottom_right_y"": 428}","{""Normal/Abnormal"":""A""}"
sperm_morph_246_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 198, ""top_left_y"": 7, ""bottom_right_x"": 347, ""bottom_right_y"": 277}","{""Normal/Abnormal"":""A""}"
sperm_morph_246_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 428, ""top_left_y"": 304, ""bottom_right_x"": 577, ""bottom_right_y"": 574}","{""Normal/Abnormal"":""A""}"
sperm_morph_246_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 198, ""top_left_y"": 304, ""bottom_right_x"": 347, ""bottom_right_y"": 574}","{""Normal/Abnormal"":""A""}"
sperm_morph_246_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 23, ""top_left_y"": 284, ""bottom_right_x"": 504, ""bottom_right_y"": 429}","{""Normal/Abnormal"":""A""}"
sperm_morph_246_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 271, ""top_left_y"": 152, ""bottom_right_x"": 752, ""bottom_right_y"": 297}","{""Normal/Abnormal"":""A""}"
sperm_morph_246_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 23, ""top_left_y"": 152, ""bottom_right_x"": 504, ""bottom_right_y"": 297}","{""Normal/Abnormal"":""A""}"
sperm_morph_247_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 213, ""top_left_y"": 12, ""bottom_right_x"": 443, ""bottom_right_y"": 479}","{""Normal/Abnormal"":""N""}"
sperm_morph_247_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 332, ""top_left_y"": 102, ""bottom_right_x"": 562, ""bottom_right_y"": 569}","{""Normal/Abnormal"":""N""}"
sperm_morph_247_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 213, ""top_left_y"": 102, ""bottom_right_x"": 443, ""bottom_right_y"": 569}","{""Normal/Abnormal"":""N""}"
sperm_morph_248_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 107, ""top_left_y"": 198, ""bottom_right_x"": 473, ""bottom_right_y"": 375}","{""Normal/Abnormal"":""A""}"
sperm_morph_248_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 302, ""top_left_y"": 206, ""bottom_right_x"": 668, ""bottom_right_y"": 383}","{""Normal/Abnormal"":""A""}"
sperm_morph_248_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 107, ""top_left_y"": 206, ""bottom_right_x"": 473, ""bottom_right_y"": 383}","{""Normal/Abnormal"":""A""}"
sperm_morph_249_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 197, ""top_left_y"": 10, ""bottom_right_x"": 407, ""bottom_right_y"": 563}","{""Normal/Abnormal"":""A""}"
sperm_morph_249_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 368, ""top_left_y"": 18, ""bottom_right_x"": 578, ""bottom_right_y"": 571}","{""Normal/Abnormal"":""A""}"
sperm_morph_249_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 197, ""top_left_y"": 18, ""bottom_right_x"": 407, ""bottom_right_y"": 571}","{""Normal/Abnormal"":""A""}"
sperm_morph_250_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 212, ""top_left_y"": 93, ""bottom_right_x"": 741, ""bottom_right_y"": 308}","{""Normal/Abnormal"":""A""}"
sperm_morph_250_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 34, ""top_left_y"": 273, ""bottom_right_x"": 563, ""bottom_right_y"": 488}","{""Normal/Abnormal"":""A""}"
sperm_morph_250_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 212, ""top_left_y"": 273, ""bottom_right_x"": 741, ""bottom_right_y"": 488}","{""Normal/Abnormal"":""A""}"
sperm_morph_251_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 286, ""top_left_y"": 29, ""bottom_right_x"": 657, ""bottom_right_y"": 507}","{""Normal/Abnormal"":""A""}"
sperm_morph_251_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 118, ""top_left_y"": 74, ""bottom_right_x"": 489, ""bottom_right_y"": 552}","{""Normal/Abnormal"":""A""}"
sperm_morph_251_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 286, ""top_left_y"": 74, ""bottom_right_x"": 657, ""bottom_right_y"": 552}","{""Normal/Abnormal"":""A""}"
sperm_morph_252_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 58, ""top_left_y"": 181, ""bottom_right_x"": 598, ""bottom_right_y"": 500}","{""Normal/Abnormal"":""A""}"
sperm_morph_252_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 177, ""top_left_y"": 81, ""bottom_right_x"": 717, ""bottom_right_y"": 400}","{""Normal/Abnormal"":""A""}"
sperm_morph_252_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 58, ""top_left_y"": 81, ""bottom_right_x"": 598, ""bottom_right_y"": 400}","{""Normal/Abnormal"":""A""}"
sperm_morph_253_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 319, ""top_left_y"": 82, ""bottom_right_x"": 564, ""bottom_right_y"": 472}","{""Normal/Abnormal"":""A""}"
sperm_morph_253_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 211, ""top_left_y"": 109, ""bottom_right_x"": 456, ""bottom_right_y"": 499}","{""Normal/Abnormal"":""A""}"
sperm_morph_253_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 319, ""top_left_y"": 109, ""bottom_right_x"": 564, ""bottom_right_y"": 499}","{""Normal/Abnormal"":""A""}"
sperm_morph_254_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 80, ""top_left_y"": 40, ""bottom_right_x"": 558, ""bottom_right_y"": 476}","{""Normal/Abnormal"":""A""}"
sperm_morph_254_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 217, ""top_left_y"": 105, ""bottom_right_x"": 695, ""bottom_right_y"": 541}","{""Normal/Abnormal"":""A""}"
sperm_morph_254_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 80, ""top_left_y"": 105, ""bottom_right_x"": 558, ""bottom_right_y"": 541}","{""Normal/Abnormal"":""A""}"
sperm_morph_255_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 217, ""top_left_y"": 103, ""bottom_right_x"": 467, ""bottom_right_y"": 367}","{""Normal/Abnormal"":""A""}"
sperm_morph_255_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 308, ""top_left_y"": 214, ""bottom_right_x"": 558, ""bottom_right_y"": 478}","{""Normal/Abnormal"":""A""}"
sperm_morph_255_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 217, ""top_left_y"": 214, ""bottom_right_x"": 467, ""bottom_right_y"": 478}","{""Normal/Abnormal"":""A""}"
sperm_morph_256_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 292, ""top_left_y"": 14, ""bottom_right_x"": 472, ""bottom_right_y"": 560}","{""Normal/Abnormal"":""N""}"
sperm_morph_256_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 303, ""top_left_y"": 21, ""bottom_right_x"": 483, ""bottom_right_y"": 567}","{""Normal/Abnormal"":""N""}"
sperm_morph_256_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 292, ""top_left_y"": 21, ""bottom_right_x"": 472, ""bottom_right_y"": 567}","{""Normal/Abnormal"":""N""}"
sperm_morph_257_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 367, ""top_left_y"": 22, ""bottom_right_x"": 524, ""bottom_right_y"": 573}","{""Normal/Abnormal"":""A""}"
sperm_morph_257_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 251, ""top_left_y"": 8, ""bottom_right_x"": 408, ""bottom_right_y"": 559}","{""Normal/Abnormal"":""A""}"
sperm_morph_257_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 367, ""top_left_y"": 8, ""bottom_right_x"": 524, ""bottom_right_y"": 559}","{""Normal/Abnormal"":""A""}"
sperm_morph_258_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 271, ""top_left_y"": 16, ""bottom_right_x"": 512, ""bottom_right_y"": 490}","{""Normal/Abnormal"":""N""}"
sperm_morph_258_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 263, ""top_left_y"": 91, ""bottom_right_x"": 504, ""bottom_right_y"": 565}","{""Normal/Abnormal"":""N""}"
sperm_morph_258_resized_lr_ud.jpeg,lr-ud,"{""name"": ""rect"", ""top_left_x"": 271, ""top_left_y"": 91, ""bottom_right_x"": 512, ""bottom_right_y"": 565}","{""Normal/Abnormal"":""N""}"
sperm_morph_259_resized_lr.jpeg,lr,"{""name"": ""rect"", ""top_left_x"": 296, ""top_left_y"": 76, ""bottom_right_x"": 420, ""bottom_right_y"": 579}","{""Normal/Abnormal"":""N""}"
sperm_morph_259_resized_ud.jpeg,ud,"{""name"": ""rect"", ""top_left_x"": 355, ""top_left_y"": 2, ""bottom_right_x"": 479, ""bottom_right_y"": 505}","{""Normal/Abnormal"":""N""}"
