filename,top_left_x,top_left_y,bottom_right_x,bottom_right_y,normal_abnormal
sperm_morph_97_resized_lr.jpeg,92,84,594,376,Abnormal
sperm_morph_787_resized.jpeg,173,111,552,505,Abnormal
sperm_morph_956_resized.jpeg,8,223,159,426,Abnormal
sperm_morph_75_resized_lr_ud.jpeg,231,135,523,342,Abnormal
sperm_morph_864_resized.jpeg,479,301,751,572,Abnormal
sperm_morph_316_resized_ud.jpeg,15,484,293,573,Abnormal
sperm_morph_644_resized.jpeg,418,443,560,572,Abnormal
sperm_morph_760_resized_lr.jpeg,234,43,512,511,Normal
sperm_morph_124_resized_ud.jpeg,238,320,497,526,Abnormal
sperm_morph_915_resized_lr_ud.jpeg,53,21,488,404,Normal
sperm_morph_898_resized.jpeg,77,217,668,386,Normal
sperm_morph_1039_resized.jpeg,608,420,752,561,Abnormal
sperm_morph_208_resized.jpeg,14,230,120,414,Abnormal
sperm_morph_905_resized_ud.jpeg,332,490,466,572,Abnormal
sperm_morph_270_resized_ud.jpeg,278,33,651,313,Normal
sperm_morph_617_resized.jpeg,243,291,558,465,Abnormal
sperm_morph_49_resized_lr.jpeg,215,241,399,456,Abnormal
sperm_morph_306_resized_ud.jpeg,167,147,578,437,Abnormal
sperm_morph_576_resized.jpeg,17,355,195,462,Abnormal
sperm_morph_775_resized_lr_ud.jpeg,399,98,727,556,Abnormal
sperm_morph_1048_resized_lr_ud.jpeg,22,1,205,111,Abnormal
sperm_morph_214_resized_lr.jpeg,196,35,397,195,Abnormal
sperm_morph_545_resized_ud.jpeg,106,210,715,314,Abnormal
sperm_morph_337_resized_lr_ud.jpeg,217,76,494,573,Normal
sperm_morph_896_resized.jpeg,284,130,584,490,Abnormal
sperm_morph_534_resized.jpeg,497,137,586,529,Abnormal
sperm_morph_540_resized_ud.jpeg,245,53,645,304,Abnormal
sperm_morph_509_resized.jpeg,318,200,454,474,Abnormal
sperm_morph_621_resized_ud.jpeg,261,119,476,472,Normal
sperm_morph_938_resized.jpeg,37,200,619,435,Abnormal
sperm_morph_532_resized_ud.jpeg,244,51,687,355,Abnormal
sperm_morph_974_resized.jpeg,300,53,480,208,Abnormal
sperm_morph_1043_resized_ud.jpeg,311,18,451,536,Normal
sperm_morph_449_resized.jpeg,77,240,304,351,Abnormal
sperm_morph_788_resized_lr.jpeg,386,97,580,446,Abnormal
sperm_morph_622_resized_lr_ud.jpeg,107,51,571,306,Abnormal
sperm_morph_48_resized_ud.jpeg,332,256,694,499,Abnormal
sperm_morph_726_resized_lr.jpeg,229,93,601,564,Normal
sperm_morph_1044_resized_lr_ud.jpeg,71,377,660,555,Normal
sperm_morph_797_resized_lr.jpeg,218,184,613,491,Abnormal
sperm_morph_409_resized.jpeg,61,139,477,500,Abnormal
sperm_morph_155_resized_lr_ud.jpeg,342,176,525,308,Abnormal
sperm_morph_134_resized.jpeg,158,98,746,391,Abnormal
sperm_morph_527_resized.jpeg,104,252,194,369,Abnormal
sperm_morph_305_resized_lr_ud.jpeg,148,205,696,315,Normal
sperm_morph_198_resized_lr.jpeg,145,103,765,351,Abnormal
sperm_morph_664_resized_ud.jpeg,159,118,610,559,Normal
sperm_morph_174_resized_lr_ud.jpeg,122,295,727,437,Abnormal
sperm_morph_276_resized_ud.jpeg,231,252,728,490,Abnormal
sperm_morph_582_resized.jpeg,271,41,650,451,Abnormal
sperm_morph_821_resized.jpeg,218,114,432,576,Normal
sperm_morph_409_resized_lr_ud.jpeg,105,38,506,547,Abnormal
sperm_morph_908_resized_lr.jpeg,375,7,716,115,Abnormal
sperm_morph_706_resized.jpeg,137,208,504,446,Abnormal
sperm_morph_200_resized_lr.jpeg,543,141,752,410,Abnormal
sperm_morph_807_resized_lr_ud.jpeg,310,17,705,256,Abnormal
sperm_morph_834_resized_lr.jpeg,178,205,477,432,Abnormal
sperm_morph_262_resized_ud.jpeg,173,197,683,500,Normal
sperm_morph_789_resized_lr_ud.jpeg,348,28,555,505,Abnormal
sperm_morph_843_resized_lr.jpeg,103,301,505,469,Abnormal
sperm_morph_857_resized.jpeg,216,233,687,529,Abnormal
sperm_morph_171_resized_ud.jpeg,195,162,494,573,Normal
sperm_morph_1044_resized_ud.jpeg,266,52,436,554,Normal
sperm_morph_786_resized_lr.jpeg,117,190,720,399,Normal
sperm_morph_847_resized_lr.jpeg,314,15,611,466,Abnormal
sperm_morph_66_resized.jpeg,333,216,509,438,Abnormal
sperm_morph_853_resized_lr.jpeg,199,371,485,522,Abnormal
sperm_morph_688_resized_ud.jpeg,192,12,535,381,Normal
sperm_morph_317_resized_lr.jpeg,380,3,691,470,Normal
sperm_morph_147_resized.jpeg,286,214,561,394,Abnormal
sperm_morph_550_resized.jpeg,259,14,527,533,Normal
sperm_morph_458_resized.jpeg,130,73,453,486,Abnormal
sperm_morph_100_resized_ud.jpeg,57,152,498,536,Abnormal
sperm_morph_1027_resized_lr.jpeg,30,329,191,522,Abnormal
sperm_morph_395_resized.jpeg,80,170,707,439,Abnormal
sperm_morph_671_resized_lr.jpeg,284,179,488,334,Abnormal
sperm_morph_799_resized_ud.jpeg,237,185,632,456,Abnormal
sperm_morph_336_resized_lr.jpeg,211,8,520,447,Normal
sperm_morph_909_resized_ud.jpeg,42,10,175,114,Abnormal
sperm_morph_1106_resized_lr.jpeg,147,51,609,274,Normal
sperm_morph_363_resized_ud.jpeg,167,187,731,320,Normal
sperm_morph_673_resized_ud.jpeg,204,16,453,518,Abnormal
sperm_morph_203_resized_lr.jpeg,214,38,682,442,Abnormal
sperm_morph_125_resized_ud.jpeg,277,205,638,551,Normal
sperm_morph_534_resized_lr.jpeg,189,137,278,529,Abnormal
sperm_morph_1081_resized.jpeg,284,30,522,565,Normal
sperm_morph_864_resized_lr_ud.jpeg,320,63,671,513,Abnormal
sperm_morph_319_resized_lr.jpeg,193,7,567,432,Abnormal
sperm_morph_947_resized_lr.jpeg,93,68,513,490,Normal
sperm_morph_870_resized_lr_ud.jpeg,215,110,488,559,Abnormal
sperm_morph_194_resized_lr_ud.jpeg,641,181,743,332,Abnormal
sperm_morph_691_resized.jpeg,564,209,743,401,Abnormal
sperm_morph_115_resized.jpeg,148,143,643,363,Abnormal
sperm_morph_752_resized_lr_ud.jpeg,571,88,742,417,Abnormal
sperm_morph_31_resized_lr_ud.jpeg,21,266,447,467,Abnormal
sperm_morph_770_resized.jpeg,6,301,91,466,Abnormal
sperm_morph_495_resized_ud.jpeg,229,209,743,478,Abnormal
sperm_morph_891_resized.jpeg,15,339,140,514,Abnormal
sperm_morph_373_resized_lr_ud.jpeg,222,246,662,365,Abnormal
sperm_morph_993_resized.jpeg,242,30,442,560,Normal
sperm_morph_61_resized_lr.jpeg,112,295,713,478,Abnormal
sperm_morph_472_resized_ud.jpeg,36,60,765,283,Abnormal
sperm_morph_14_resized_lr.jpeg,188,145,677,377,Normal
sperm_morph_781_resized_lr_ud.jpeg,95,144,568,365,Abnormal
sperm_morph_83_resized_lr_ud.jpeg,272,322,736,564,Abnormal
sperm_morph_1015_resized_ud.jpeg,168,175,733,496,Normal
sperm_morph_1057_resized_ud.jpeg,653,431,758,549,Abnormal
sperm_morph_166_resized_lr.jpeg,33,138,660,271,Normal
sperm_morph_360_resized_lr_ud.jpeg,290,352,536,579,Abnormal
sperm_morph_624_resized.jpeg,96,163,517,558,Abnormal
sperm_morph_944_resized_lr_ud.jpeg,96,219,634,431,Abnormal
sperm_morph_706_resized_lr_ud.jpeg,271,135,638,373,Abnormal
sperm_morph_301_resized_lr.jpeg,101,108,721,317,Abnormal
sperm_morph_308_resized_ud.jpeg,148,146,686,419,Abnormal
sperm_morph_1032_resized_ud.jpeg,369,22,505,142,Abnormal
sperm_morph_109_resized_lr.jpeg,108,111,677,413,Abnormal
sperm_morph_977_resized_lr_ud.jpeg,99,249,554,393,Abnormal
sperm_morph_596_resized_lr_ud.jpeg,161,152,741,375,Normal
sperm_morph_481_resized_lr.jpeg,188,265,652,451,Abnormal
sperm_morph_795_resized_ud.jpeg,656,194,753,528,Abnormal
sperm_morph_808_resized_lr.jpeg,229,7,446,541,Normal
sperm_morph_37_resized_lr.jpeg,28,304,747,508,Abnormal
sperm_morph_460_resized_ud.jpeg,355,47,479,509,Abnormal
sperm_morph_222_resized_ud.jpeg,142,40,761,393,Normal
sperm_morph_823_resized_lr.jpeg,77,318,630,499,Normal
sperm_morph_958_resized.jpeg,578,295,740,468,Abnormal
sperm_morph_933_resized_lr.jpeg,291,131,683,297,Abnormal
sperm_morph_173_resized.jpeg,214,43,552,226,Abnormal
sperm_morph_364_resized_ud.jpeg,252,8,668,287,Normal
sperm_morph_450_resized.jpeg,458,436,615,569,Abnormal
sperm_morph_876_resized_ud.jpeg,494,354,596,454,Abnormal
sperm_morph_313_resized_lr_ud.jpeg,69,87,504,528,Normal
sperm_morph_971_resized_lr_ud.jpeg,245,148,681,311,Abnormal
sperm_morph_14_resized_ud.jpeg,98,204,587,436,Normal
sperm_morph_1106_resized_lr_ud.jpeg,147,307,609,530,Normal
sperm_morph_540_resized.jpeg,434,196,640,352,Abnormal
sperm_morph_674_resized_ud.jpeg,3,339,132,447,Abnormal
sperm_morph_523_resized_ud.jpeg,9,122,206,273,Abnormal
sperm_morph_286_resized_ud.jpeg,217,183,538,514,Abnormal
sperm_morph_761_resized.jpeg,45,291,162,467,Abnormal
sperm_morph_525_resized_lr.jpeg,406,96,543,498,Abnormal
sperm_morph_305_resized.jpeg,79,266,627,376,Normal
sperm_morph_290_resized_ud.jpeg,59,39,538,250,Abnormal
sperm_morph_681_resized_ud.jpeg,144,248,294,363,Abnormal
sperm_morph_765_resized_lr.jpeg,268,38,672,329,Normal
sperm_morph_157_resized.jpeg,269,415,488,570,Abnormal
sperm_morph_796_resized_lr.jpeg,349,99,542,221,Abnormal
sperm_morph_827_resized.jpeg,263,207,569,512,Abnormal
sperm_morph_54_resized_ud.jpeg,67,377,359,557,Abnormal
sperm_morph_631_resized_lr_ud.jpeg,240,441,432,574,Abnormal
sperm_morph_981_resized.jpeg,109,219,564,505,Abnormal
sperm_morph_822_resized_ud.jpeg,114,68,577,369,Normal
sperm_morph_639_resized_lr_ud.jpeg,20,314,243,454,Abnormal
sperm_morph_674_resized_lr.jpeg,192,146,632,520,Normal
sperm_morph_50_resized_ud.jpeg,287,285,672,559,Abnormal
sperm_morph_1045_resized_lr_ud.jpeg,623,368,762,508,Abnormal
sperm_morph_502_resized_lr.jpeg,116,217,497,551,Abnormal
sperm_morph_279_resized_lr_ud.jpeg,61,38,526,388,Abnormal
sperm_morph_902_resized.jpeg,202,86,584,453,Normal
sperm_morph_41_resized_lr.jpeg,104,230,705,409,Abnormal
sperm_morph_932_resized_ud.jpeg,187,106,673,456,Abnormal
sperm_morph_789_resized_lr.jpeg,348,76,555,553,Abnormal
sperm_morph_181_resized_ud.jpeg,319,134,615,538,Abnormal
sperm_morph_631_resized_lr.jpeg,159,68,591,401,Normal
sperm_morph_296_resized_lr_ud.jpeg,37,421,165,569,Abnormal
sperm_morph_99_resized.jpeg,111,100,701,431,Abnormal
sperm_morph_587_resized_lr.jpeg,189,305,766,370,Normal
sperm_morph_1093_resized.jpeg,206,19,484,495,Normal
sperm_morph_167_resized_lr_ud.jpeg,198,238,765,372,Abnormal
sperm_morph_533_resized_ud.jpeg,112,104,590,309,Abnormal
sperm_morph_315_resized_ud.jpeg,162,112,659,307,Normal
sperm_morph_135_resized.jpeg,469,144,763,484,Abnormal
sperm_morph_999_resized.jpeg,337,70,612,573,Abnormal
sperm_morph_517_resized_lr.jpeg,114,158,358,425,Abnormal
sperm_morph_799_resized.jpeg,237,125,632,396,Abnormal
sperm_morph_943_resized_lr.jpeg,175,433,294,573,Abnormal
sperm_morph_28_resized.jpeg,95,178,694,290,Normal
sperm_morph_231_resized.jpeg,193,36,553,556,Abnormal
sperm_morph_08_resized.jpeg,214,110,473,368,Abnormal
sperm_morph_817_resized_ud.jpeg,193,170,601,520,Normal
sperm_morph_372_resized_lr_ud.jpeg,292,255,578,572,Abnormal
sperm_morph_1061_resized.jpeg,158,490,362,578,Normal
sperm_morph_471_resized_lr_ud.jpeg,31,73,666,400,Abnormal
sperm_morph_806_resized_ud.jpeg,266,147,570,466,Abnormal
sperm_morph_88_resized_lr_ud.jpeg,126,132,735,456,Abnormal
sperm_morph_48_resized_lr_ud.jpeg,81,256,443,499,Abnormal
sperm_morph_990_resized_ud.jpeg,281,74,629,515,Abnormal
sperm_morph_380_resized_ud.jpeg,214,5,569,499,Abnormal
sperm_morph_156_resized_lr.jpeg,257,136,483,269,Abnormal
sperm_morph_194_resized.jpeg,570,48,667,555,Abnormal
sperm_morph_719_resized.jpeg,304,69,678,555,Normal
sperm_morph_158_resized_lr.jpeg,221,91,528,492,Abnormal
sperm_morph_513_resized_ud.jpeg,503,310,566,421,Abnormal
sperm_morph_936_resized.jpeg,51,193,703,395,Normal
sperm_morph_890_resized_lr_ud.jpeg,193,111,595,488,Abnormal
sperm_morph_874_resized_ud.jpeg,6,362,218,472,Abnormal
sperm_morph_1096_resized.jpeg,33,225,679,444,Normal
sperm_morph_482_resized_lr_ud.jpeg,92,253,536,495,Abnormal
sperm_morph_1066_resized_ud.jpeg,638,38,749,283,Abnormal
sperm_morph_150_resized_lr.jpeg,96,27,569,520,Abnormal
sperm_morph_636_resized.jpeg,22,143,497,348,Abnormal
sperm_morph_78_resized_lr.jpeg,145,407,466,540,Abnormal
sperm_morph_777_resized_lr.jpeg,252,111,556,405,Abnormal
sperm_morph_1100_resized_ud.jpeg,211,191,653,550,Normal
sperm_morph_95_resized_ud.jpeg,35,236,518,387,Abnormal
sperm_morph_348_resized_ud.jpeg,391,393,756,579,Abnormal
sperm_morph_772_resized.jpeg,58,184,330,520,Abnormal
sperm_morph_638_resized_lr_ud.jpeg,280,84,557,200,Abnormal
sperm_morph_827_resized_lr_ud.jpeg,206,69,512,374,Abnormal
sperm_morph_171_resized_ud.jpeg,303,376,759,572,Abnormal
sperm_morph_558_resized_lr.jpeg,194,124,514,546,Abnormal
sperm_morph_204_resized.jpeg,162,42,628,299,Abnormal
sperm_morph_310_resized.jpeg,235,92,732,242,Abnormal
sperm_morph_569_resized_ud.jpeg,158,12,584,427,Normal
sperm_morph_228_resized.jpeg,306,109,610,561,Abnormal
sperm_morph_573_resized_ud.jpeg,551,40,757,136,Abnormal
sperm_morph_04_resized_ud.jpeg,74,231,644,386,Abnormal
sperm_morph_938_resized_ud.jpeg,37,146,619,381,Abnormal
sperm_morph_943_resized_lr_ud.jpeg,384,165,525,469,Abnormal
sperm_morph_144_resized_lr.jpeg,333,98,500,238,Abnormal
sperm_morph_1056_resized_ud.jpeg,15,14,118,558,Abnormal
sperm_morph_1074_resized_lr.jpeg,62,255,683,424,Normal
sperm_morph_924_resized.jpeg,66,6,323,439,Abnormal
sperm_morph_425_resized_lr_ud.jpeg,115,11,569,550,Abnormal
sperm_morph_575_resized.jpeg,246,110,679,410,Normal
sperm_morph_208_resized_lr.jpeg,190,9,443,504,Abnormal
sperm_morph_70_resized_lr_ud.jpeg,156,229,493,429,Abnormal
sperm_morph_941_resized_lr_ud.jpeg,157,152,647,421,Abnormal
sperm_morph_900_resized_lr.jpeg,281,10,531,462,Normal
sperm_morph_284_resized.jpeg,16,300,272,543,Abnormal
sperm_morph_939_resized_ud.jpeg,332,289,568,468,Abnormal
sperm_morph_106_resized_lr.jpeg,94,222,650,533,Abnormal
sperm_morph_1004_resized_lr_ud.jpeg,30,219,671,448,Normal
sperm_morph_81_resized_lr.jpeg,62,54,640,467,Normal
sperm_morph_606_resized_ud.jpeg,83,108,652,413,Normal
sperm_morph_104_resized_lr.jpeg,89,175,312,304,Abnormal
sperm_morph_101_resized_lr_ud.jpeg,85,223,628,435,Abnormal
sperm_morph_496_resized_ud.jpeg,254,32,491,570,Abnormal
sperm_morph_448_resized.jpeg,205,211,340,558,Abnormal
sperm_morph_554_resized.jpeg,200,109,682,358,Abnormal
sperm_morph_420_resized_lr.jpeg,157,129,629,573,Abnormal
sperm_morph_543_resized_ud.jpeg,111,160,643,378,Abnormal
sperm_morph_208_resized_lr_ud.jpeg,655,167,761,351,Abnormal
sperm_morph_943_resized_ud.jpeg,233,14,612,507,Normal
sperm_morph_918_resized_ud.jpeg,138,57,755,218,Normal
sperm_morph_929_resized_ud.jpeg,198,32,653,187,Abnormal
sperm_morph_454_resized_ud.jpeg,31,212,411,428,Abnormal
sperm_morph_88_resized_lr.jpeg,585,59,747,266,Abnormal
sperm_morph_941_resized_ud.jpeg,128,152,618,421,Abnormal
sperm_morph_212_resized_ud.jpeg,185,192,766,526,Abnormal
sperm_morph_318_resized_ud.jpeg,61,158,621,338,Abnormal
sperm_morph_154_resized_lr.jpeg,207,26,484,228,Abnormal
sperm_morph_475_resized_ud.jpeg,534,45,763,189,Abnormal
sperm_morph_891_resized_lr.jpeg,635,339,760,514,Abnormal
sperm_morph_530_resized.jpeg,286,274,584,553,Abnormal
sperm_morph_256_resized_lr_ud.jpeg,292,21,472,567,Normal
sperm_morph_588_resized_lr.jpeg,225,234,677,337,Abnormal
sperm_morph_1057_resized_lr_ud.jpeg,334,183,547,511,Abnormal
sperm_morph_155_resized_lr.jpeg,342,273,525,405,Abnormal
sperm_morph_91_resized_lr_ud.jpeg,238,79,656,560,Abnormal
sperm_morph_330_resized_ud.jpeg,445,15,684,183,Abnormal
sperm_morph_348_resized_ud.jpeg,159,79,544,452,Normal
sperm_morph_322_resized_lr_ud.jpeg,39,252,246,404,Abnormal
sperm_morph_551_resized_ud.jpeg,252,201,588,298,Abnormal
sperm_morph_1064_resized.jpeg,229,29,609,536,Normal
sperm_morph_194_resized.jpeg,79,10,406,471,Abnormal
sperm_morph_92_resized_lr.jpeg,288,7,764,141,Abnormal
sperm_morph_592_resized.jpeg,297,35,771,471,Normal
sperm_morph_796_resized_ud.jpeg,233,360,426,482,Abnormal
sperm_morph_553_resized_lr_ud.jpeg,23,208,560,421,Normal
sperm_morph_567_resized_lr.jpeg,32,169,573,322,Abnormal
sperm_morph_577_resized_lr.jpeg,44,282,339,522,Abnormal
sperm_morph_184_resized.jpeg,17,27,580,438,Abnormal
sperm_morph_483_resized.jpeg,223,109,680,441,Abnormal
sperm_morph_06_resized_lr_ud.jpeg,158,178,710,531,Normal
sperm_morph_1051_resized_lr.jpeg,664,285,772,561,Abnormal
sperm_morph_1110_resized.jpeg,352,11,570,556,Normal
sperm_morph_04_resized.jpeg,74,195,644,350,Abnormal
sperm_morph_543_resized_lr.jpeg,132,203,664,421,Abnormal
sperm_morph_532_resized_ud.jpeg,134,190,254,307,Abnormal
sperm_morph_11_resized_lr.jpeg,16,85,605,456,Abnormal
sperm_morph_816_resized_ud.jpeg,17,26,207,336,Abnormal
sperm_morph_293_resized_lr.jpeg,243,36,448,541,Normal
sperm_morph_761_resized_lr_ud.jpeg,148,80,658,220,Normal
sperm_morph_742_resized_lr_ud.jpeg,275,108,548,452,Abnormal
sperm_morph_374_resized_lr_ud.jpeg,156,115,638,390,Abnormal
sperm_morph_43_resized_ud.jpeg,114,171,720,424,Abnormal
sperm_morph_550_resized_lr_ud.jpeg,310,350,757,487,Abnormal
sperm_morph_119_resized_lr.jpeg,343,265,684,561,Abnormal
sperm_morph_661_resized_lr_ud.jpeg,107,161,681,395,Abnormal
sperm_morph_667_resized_lr.jpeg,12,294,161,393,Abnormal
sperm_morph_1108_resized_lr_ud.jpeg,175,161,666,405,Normal
sperm_morph_892_resized_ud.jpeg,123,57,590,339,Abnormal
sperm_morph_1011_resized_ud.jpeg,251,41,552,545,Normal
sperm_morph_981_resized_lr.jpeg,211,219,666,505,Abnormal
sperm_morph_603_resized_lr.jpeg,504,311,752,469,Abnormal
sperm_morph_533_resized_lr_ud.jpeg,185,104,663,309,Abnormal
sperm_morph_215_resized_ud.jpeg,223,166,681,559,Abnormal
sperm_morph_672_resized_ud.jpeg,81,12,163,346,Normal
sperm_morph_908_resized_lr.jpeg,115,211,705,325,Normal
sperm_morph_343_resized_lr.jpeg,439,430,548,534,Abnormal
sperm_morph_1021_resized_ud.jpeg,401,12,765,117,Normal
sperm_morph_516_resized_lr.jpeg,295,36,689,157,Abnormal
sperm_morph_681_resized_ud.jpeg,297,142,458,278,Abnormal
sperm_morph_617_resized_ud.jpeg,243,116,558,290,Abnormal
sperm_morph_771_resized_lr.jpeg,8,465,241,567,Abnormal
sperm_morph_162_resized_ud.jpeg,193,301,623,529,Abnormal
sperm_morph_297_resized.jpeg,109,139,677,290,Normal
sperm_morph_113_resized.jpeg,277,43,504,575,Abnormal
sperm_morph_45_resized_lr_ud.jpeg,245,161,611,445,Abnormal
sperm_morph_121_resized_lr.jpeg,191,249,758,443,Abnormal
sperm_morph_569_resized_lr_ud.jpeg,191,12,617,427,Normal
sperm_morph_1056_resized_lr.jpeg,124,310,399,508,Normal
sperm_morph_297_resized_ud.jpeg,109,291,677,442,Normal
sperm_morph_1043_resized.jpeg,120,150,589,390,Normal
sperm_morph_280_resized_lr_ud.jpeg,276,12,466,553,Normal
sperm_morph_234_resized_ud.jpeg,146,123,584,467,Abnormal
sperm_morph_119_resized_lr.jpeg,5,79,661,283,Abnormal
sperm_morph_1039_resized_lr_ud.jpeg,23,20,167,161,Abnormal
sperm_morph_675_resized_lr.jpeg,116,109,197,242,Abnormal
sperm_morph_867_resized_ud.jpeg,219,148,773,393,Normal
sperm_morph_452_resized_lr_ud.jpeg,104,48,712,248,Normal
sperm_morph_148_resized.jpeg,157,215,764,318,Abnormal
sperm_morph_292_resized.jpeg,97,103,653,380,Abnormal
sperm_morph_793_resized_lr.jpeg,338,208,489,565,Abnormal
sperm_morph_631_resized_lr.jpeg,240,7,432,140,Abnormal
sperm_morph_303_resized.jpeg,111,141,240,240,Abnormal
sperm_morph_782_resized_ud.jpeg,189,210,635,419,Abnormal
sperm_morph_900_resized_ud.jpeg,244,119,494,571,Normal
sperm_morph_369_resized.jpeg,327,94,558,485,Normal
sperm_morph_686_resized.jpeg,373,139,576,288,Abnormal
sperm_morph_34_resized.jpeg,266,139,687,388,Abnormal
sperm_morph_631_resized_lr.jpeg,519,293,690,505,Abnormal
sperm_morph_816_resized_lr_ud.jpeg,568,26,758,336,Abnormal
sperm_morph_1044_resized_lr.jpeg,71,26,660,204,Normal
sperm_morph_809_resized.jpeg,57,313,254,569,Abnormal
sperm_morph_842_resized_lr.jpeg,123,309,650,489,Abnormal
sperm_morph_801_resized_lr_ud.jpeg,186,15,578,384,Normal
sperm_morph_244_resized.jpeg,244,117,651,572,Abnormal
sperm_morph_597_resized_lr.jpeg,73,23,648,243,Normal
sperm_morph_847_resized.jpeg,164,15,461,466,Abnormal
sperm_morph_18_resized.jpeg,90,135,734,333,Abnormal
sperm_morph_908_resized.jpeg,70,211,660,325,Normal
sperm_morph_307_resized_ud.jpeg,172,465,431,574,Abnormal
sperm_morph_928_resized_lr_ud.jpeg,221,39,629,471,Normal
sperm_morph_402_resized.jpeg,88,184,679,456,Abnormal
sperm_morph_824_resized_lr_ud.jpeg,529,15,751,151,Abnormal
sperm_morph_82_resized_ud.jpeg,111,265,593,422,Abnormal
sperm_morph_737_resized_lr.jpeg,150,15,666,344,Normal
sperm_morph_809_resized_ud.jpeg,57,12,254,268,Abnormal
sperm_morph_570_resized.jpeg,60,239,229,502,Abnormal
sperm_morph_456_resized_ud.jpeg,73,141,711,265,Abnormal
sperm_morph_588_resized.jpeg,98,234,550,337,Abnormal
sperm_morph_341_resized.jpeg,556,47,763,179,Abnormal
sperm_morph_52_resized_lr_ud.jpeg,63,52,508,466,Abnormal
sperm_morph_42_resized_lr.jpeg,164,199,760,375,Normal
sperm_morph_579_resized_lr_ud.jpeg,118,81,694,347,Normal
sperm_morph_167_resized.jpeg,10,209,577,343,Abnormal
sperm_morph_1093_resized_lr_ud.jpeg,291,86,569,562,Normal
sperm_morph_573_resized.jpeg,551,445,757,541,Abnormal
sperm_morph_555_resized_lr.jpeg,306,43,620,562,Abnormal
sperm_morph_370_resized_ud.jpeg,289,57,432,375,Abnormal
sperm_morph_1030_resized_ud.jpeg,96,280,748,439,Normal
sperm_morph_729_resized_lr_ud.jpeg,324,197,575,468,Abnormal
sperm_morph_1088_resized_lr_ud.jpeg,252,403,434,566,Abnormal
sperm_morph_288_resized.jpeg,19,161,222,387,Abnormal
sperm_morph_82_resized_lr.jpeg,125,331,591,570,Abnormal
sperm_morph_1007_resized.jpeg,148,96,695,474,Normal
sperm_morph_461_resized.jpeg,166,72,700,338,Abnormal
sperm_morph_332_resized_lr_ud.jpeg,240,38,388,562,Normal
sperm_morph_370_resized_lr_ud.jpeg,343,57,486,375,Abnormal
sperm_morph_632_resized_lr_ud.jpeg,242,49,646,472,Normal
sperm_morph_565_resized_ud.jpeg,247,287,396,373,Abnormal
sperm_morph_954_resized_lr_ud.jpeg,7,322,288,554,Normal
sperm_morph_423_resized.jpeg,230,151,494,561,Abnormal
sperm_morph_1111_resized_lr.jpeg,382,26,619,542,Normal
sperm_morph_579_resized.jpeg,81,234,657,500,Normal
sperm_morph_923_resized_ud.jpeg,116,137,623,488,Abnormal
sperm_morph_455_resized.jpeg,100,82,480,210,Abnormal
sperm_morph_321_resized_ud.jpeg,176,0,462,479,Normal
sperm_morph_534_resized_lr_ud.jpeg,189,52,278,444,Abnormal
sperm_morph_826_resized.jpeg,220,238,469,459,Abnormal
sperm_morph_200_resized_lr_ud.jpeg,241,30,574,551,Abnormal
sperm_morph_984_resized.jpeg,210,250,568,577,Abnormal
sperm_morph_223_resized_ud.jpeg,159,278,594,576,Abnormal
sperm_morph_611_resized.jpeg,242,100,503,566,Abnormal
sperm_morph_681_resized.jpeg,144,218,294,333,Abnormal
sperm_morph_930_resized_ud.jpeg,32,427,255,569,Abnormal
sperm_morph_334_resized_lr.jpeg,331,239,759,468,Abnormal
sperm_morph_163_resized_ud.jpeg,404,1,557,121,Abnormal
sperm_morph_867_resized_lr.jpeg,2,188,556,433,Normal
sperm_morph_652_resized.jpeg,92,167,596,497,Normal
sperm_morph_696_resized_lr_ud.jpeg,246,14,355,156,Abnormal
sperm_morph_384_resized_lr_ud.jpeg,30,72,683,211,Abnormal
sperm_morph_60_resized_ud.jpeg,182,208,654,546,Normal
sperm_morph_730_resized.jpeg,278,292,478,392,Abnormal
sperm_morph_377_resized.jpeg,209,213,520,512,Abnormal
sperm_morph_134_resized_lr.jpeg,29,98,617,391,Abnormal
sperm_morph_872_resized.jpeg,90,103,617,522,Abnormal
sperm_morph_104_resized.jpeg,361,39,487,284,Abnormal
sperm_morph_22_resized_lr.jpeg,19,87,605,424,Abnormal
sperm_morph_1079_resized_lr_ud.jpeg,71,259,646,408,Normal
sperm_morph_1056_resized_lr_ud.jpeg,371,12,563,205,Abnormal
sperm_morph_551_resized.jpeg,252,283,588,380,Abnormal
sperm_morph_37_resized_lr_ud.jpeg,135,229,694,384,Abnormal
sperm_morph_641_resized_ud.jpeg,39,98,630,386,Normal
sperm_morph_784_resized_lr_ud.jpeg,332,35,569,302,Abnormal
sperm_morph_579_resized_ud.jpeg,81,81,657,347,Normal
sperm_morph_116_resized_lr_ud.jpeg,101,175,538,474,Abnormal
sperm_morph_828_resized_lr_ud.jpeg,162,36,396,280,Abnormal
sperm_morph_802_resized_lr.jpeg,234,31,602,463,Normal
sperm_morph_1023_resized_lr_ud.jpeg,211,64,559,566,Normal
sperm_morph_114_resized_lr.jpeg,16,13,627,287,Normal
sperm_morph_29_resized_ud.jpeg,84,252,729,437,Abnormal
sperm_morph_601_resized_lr.jpeg,496,88,724,238,Abnormal
sperm_morph_714_resized_lr.jpeg,287,280,494,476,Abnormal
sperm_morph_1048_resized_lr.jpeg,78,18,432,140,Abnormal
